Name,Image source,Rating,Genres,Release year
Sousou no Frieren,https://cdn.myanimelist.net/images/anime/1015/138006.jpg,9.32,"['Adventure', 'Drama', 'Fantasy']",2023
Fullmetal Alchemist: Brotherhood,https://cdn.myanimelist.net/images/anime/1208/94745.jpg,9.1,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Military']",2009
Steins;Gate,https://cdn.myanimelist.net/images/anime/1935/127974.jpg,9.07,"['Drama', 'Sci-Fi', 'Suspense', 'Psychological', 'Time Travel']",2011
Shingeki no Kyojin Season 3 Part 2,https://cdn.myanimelist.net/images/anime/1517/100633.jpg,9.05,"['Action', 'Drama', 'Suspense', 'Gore', 'Military', 'Survival']",2019
Gintama°,https://cdn.myanimelist.net/images/anime/3/72078.jpg,9.05,"['Action', 'Comedy', 'Sci-Fi', 'Gag Humor', 'Historical', 'Parody', 'Samurai']",2015
Hunter x Hunter (2011),https://cdn.myanimelist.net/images/anime/1337/99013.jpg,9.03,"['Action', 'Adventure', 'Fantasy']",2011
Gintama',https://cdn.myanimelist.net/images/anime/4/50361.jpg,9.03,"['Action', 'Comedy', 'Sci-Fi', 'Gag Humor', 'Historical', 'Parody', 'Samurai']",2011
Gintama': Enchousen,https://cdn.myanimelist.net/images/anime/1452/123686.jpg,9.02,"['Action', 'Comedy', 'Sci-Fi', 'Gag Humor', 'Historical', 'Parody', 'Samurai']",2012
Bleach: Sennen Kessen-hen,https://cdn.myanimelist.net/images/anime/1908/135431.jpg,9.01,"['Action', 'Adventure', 'Supernatural']",2022
Kaguya-sama wa Kokurasetai: Ultra Romantic,https://cdn.myanimelist.net/images/anime/1160/122627.jpg,8.99,"['Comedy', 'Romance', 'School']",2022
Gintama.,https://cdn.myanimelist.net/images/anime/3/83528.jpg,8.98,"['Action', 'Comedy', 'Sci-Fi', 'Gag Humor', 'Historical', 'Parody', 'Samurai']",2017
Bleach: Sennen Kessen-hen - Soukoku-tan,https://cdn.myanimelist.net/images/anime/1595/144074.jpg,8.98,"['Action', 'Adventure', 'Supernatural']",2024
Fruits Basket: The Final,https://cdn.myanimelist.net/images/anime/1085/114792.jpg,8.96,"['Drama', 'Romance', 'Supernatural']",2021
Gintama,https://cdn.myanimelist.net/images/anime/10/73274.jpg,8.93,"['Action', 'Comedy', 'Sci-Fi', 'Gag Humor', 'Historical', 'Parody', 'Samurai']",2006
Clannad: After Story,https://cdn.myanimelist.net/images/anime/1299/110774.jpg,8.93,"['Drama', 'Romance']",2008
Code Geass: Hangyaku no Lelouch R2,https://cdn.myanimelist.net/images/anime/1088/135089.jpg,8.91,"['Action', 'Award Winning', 'Drama', 'Sci-Fi', 'Mecha', 'Military', 'Super Power']",2008
3-gatsu no Lion 2nd Season,https://cdn.myanimelist.net/images/anime/3/88469.jpg,8.91,"['Drama', 'Childcare', 'Strategy Game']",2017
Kusuriya no Hitorigoto,https://cdn.myanimelist.net/images/anime/1708/138033.jpg,8.88,"['Drama', 'Mystery', 'Historical', 'Medical']",2023
Monster,https://cdn.myanimelist.net/images/anime/10/18793.jpg,8.88,"['Drama', 'Mystery', 'Suspense', 'Adult Cast', 'Psychological']",2004
Gintama. Shirogane no Tamashii-hen - Kouhan-sen,https://cdn.myanimelist.net/images/anime/1776/96566.jpg,8.88,"['Action', 'Comedy', 'Sci-Fi', 'Gag Humor', 'Historical', 'Parody', 'Samurai']",2018
Kingdom 3rd Season,https://cdn.myanimelist.net/images/anime/1443/111830.jpg,8.83,"['Action', 'Historical', 'Military']",2020
Gintama. Shirogane no Tamashii-hen,https://cdn.myanimelist.net/images/anime/12/89603.jpg,8.81,"['Action', 'Comedy', 'Sci-Fi', 'Gag Humor', 'Historical', 'Parody', 'Samurai']",2018
Vinland Saga Season 2,https://cdn.myanimelist.net/images/anime/1170/124312.jpg,8.81,"['Action', 'Adventure', 'Drama', 'Gore', 'Historical']",2023
Mob Psycho 100 II,https://cdn.myanimelist.net/images/anime/1918/96303.jpg,8.79,"['Action', 'Comedy', 'Supernatural']",2019
Boku no Kokoro no Yabai Yatsu 2nd Season,https://cdn.myanimelist.net/images/anime/1643/138581.jpg,8.78,"['Comedy', 'Romance', 'School']",2024
Jujutsu Kaisen 2nd Season,https://cdn.myanimelist.net/images/anime/1792/138022.jpg,8.78,"['Action', 'Supernatural', 'Gore', 'School']",2023
Shingeki no Kyojin: The Final Season,https://cdn.myanimelist.net/images/anime/1000/110531.jpg,8.78,"['Action', 'Drama', 'Suspense', 'Gore', 'Military', 'Survival']",2021
Hajime no Ippo,https://cdn.myanimelist.net/images/anime/4/86334.jpg,8.77,"['Sports', 'Combat Sports']",2000
Re:Zero kara Hajimeru Isekai Seikatsu 3rd Season,https://cdn.myanimelist.net/images/anime/1706/144725.jpg,8.77,"['Drama', 'Fantasy', 'Suspense', 'Isekai', 'Psychological', 'Time Travel']",2024
Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,https://cdn.myanimelist.net/images/anime/7/81992.jpg,8.77,"['Sports', 'School', 'Team Sports']",2016
Bocchi the Rock!,https://cdn.myanimelist.net/images/anime/1448/127956.jpg,8.76,"['Comedy', 'CGDCT', 'Music']",2022
Monogatari Series: Second Season,https://cdn.myanimelist.net/images/anime/1807/121534.jpg,8.76,"['Comedy', 'Mystery', 'Romance', 'Supernatural', 'Vampire']",2013
Shingeki no Kyojin: The Final Season Part 2,https://cdn.myanimelist.net/images/anime/1948/120625.jpg,8.76,"['Action', 'Drama', 'Suspense', 'Gore', 'Military', 'Survival']",2022
Vinland Saga,https://cdn.myanimelist.net/images/anime/1500/103005.jpg,8.76,"['Action', 'Adventure', 'Drama', 'Gore', 'Historical']",2019
Cowboy Bebop,https://cdn.myanimelist.net/images/anime/4/19644.jpg,8.75,"['Action', 'Award Winning', 'Sci-Fi', 'Adult Cast', 'Space']",1998
Kingdom 5th Season,https://cdn.myanimelist.net/images/anime/1050/139641.jpg,8.73,"['Action', 'Historical', 'Military']",2024
Kimetsu no Yaiba: Yuukaku-hen,https://cdn.myanimelist.net/images/anime/1908/120036.jpg,8.73,"['Action', 'Supernatural', 'Historical']",2022
One Piece,https://cdn.myanimelist.net/images/anime/1244/138851.jpg,8.73,"['Action', 'Adventure', 'Fantasy']",1999
Ashita no Joe 2,https://cdn.myanimelist.net/images/anime/3/45028.jpg,8.73,"['Drama', 'Sports', 'Combat Sports']",1980
Kingdom 4th Season,https://cdn.myanimelist.net/images/anime/1566/122794.jpg,8.73,"['Action', 'Historical', 'Military']",2022
Mushishi Zoku Shou 2nd Season,https://cdn.myanimelist.net/images/anime/9/68095.jpg,8.72,"['Adventure', 'Mystery', 'Slice of Life', 'Supernatural', 'Adult Cast', 'Historical', 'Iyashikei']",2014
Hibike! Euphonium 3,https://cdn.myanimelist.net/images/anime/1216/142086.jpg,8.72,"['Drama', 'Music', 'Performing Arts', 'School']",2024
Mob Psycho 100 III,https://cdn.myanimelist.net/images/anime/1228/125011.jpg,8.71,"['Action', 'Comedy', 'Supernatural']",2022
Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,https://cdn.myanimelist.net/images/anime/1493/124765.jpg,8.71,"['Drama', 'Adult Cast', 'Historical', 'Love Polygon', 'Performing Arts']",2017
86 Part 2,https://cdn.myanimelist.net/images/anime/1321/117508.jpg,8.71,"['Action', 'Drama', 'Sci-Fi', 'Mecha', 'Military']",2021
Code Geass: Hangyaku no Lelouch,https://cdn.myanimelist.net/images/anime/1032/135088.jpg,8.7,"['Action', 'Award Winning', 'Drama', 'Sci-Fi', 'Mecha', 'Military', 'School', 'Super Power']",2006
Dandadan,https://cdn.myanimelist.net/images/anime/1584/143719.jpg,8.7,"['Action', 'Comedy', 'Supernatural']",2024
Bleach: Sennen Kessen-hen - Ketsubetsu-tan,https://cdn.myanimelist.net/images/anime/1164/138058.jpg,8.7,"['Action', 'Adventure', 'Supernatural']",2023
Mushishi Zoku Shou,https://cdn.myanimelist.net/images/anime/13/58533.jpg,8.69,"['Adventure', 'Mystery', 'Slice of Life', 'Supernatural', 'Adult Cast', 'Historical', 'Iyashikei']",2014
Great Teacher Onizuka,https://cdn.myanimelist.net/images/anime/13/11460.jpg,8.68,"['Comedy', 'Delinquents', 'School', 'Workplace']",1999
Violet Evergarden,https://cdn.myanimelist.net/images/anime/1795/95088.jpg,8.68,['Drama'],2018
Natsume Yuujinchou Shichi,https://cdn.myanimelist.net/images/anime/1270/145168.jpg,8.67,"['Slice of Life', 'Supernatural', 'Iyashikei', 'Mythology']",2024
Hajime no Ippo: New Challenger,https://cdn.myanimelist.net/images/anime/8/56617.jpg,8.67,"['Sports', 'Combat Sports']",2009
Odd Taxi,https://cdn.myanimelist.net/images/anime/1981/113348.jpg,8.65,"['Award Winning', 'Drama', 'Mystery', 'Suspense', 'Adult Cast', 'Anthropomorphic', 'Organized Crime']",2021
Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,https://cdn.myanimelist.net/images/anime/1028/117777.jpg,8.65,"['Adventure', 'Drama', 'Fantasy', 'Ecchi', 'Isekai', 'Reincarnation']",2021
Mushishi,https://cdn.myanimelist.net/images/anime/2/73862.jpg,8.65,"['Adventure', 'Mystery', 'Slice of Life', 'Supernatural', 'Adult Cast', 'Historical', 'Iyashikei']",2005
Shigatsu wa Kimi no Uso,https://cdn.myanimelist.net/images/anime/1405/143284.jpg,8.64,"['Drama', 'Romance', 'Love Polygon', 'Music', 'School']",2014
Made in Abyss,https://cdn.myanimelist.net/images/anime/6/86733.jpg,8.64,"['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi', 'Gore']",2017
Natsume Yuujinchou Shi,https://cdn.myanimelist.net/images/anime/3/37449.jpg,8.64,"['Slice of Life', 'Supernatural', 'Iyashikei', 'Mythology']",2012
Bungou Stray Dogs 5th Season,https://cdn.myanimelist.net/images/anime/1161/136691.jpg,8.63,"['Action', 'Mystery', 'Adult Cast', 'Detective', 'Organized Crime', 'Super Power', 'Vampire']",2023
Shingeki no Kyojin Season 3,https://cdn.myanimelist.net/images/anime/1173/92110.jpg,8.63,"['Action', 'Drama', 'Suspense', 'Gore', 'Military', 'Survival']",2018
Tengen Toppa Gurren Lagann,https://cdn.myanimelist.net/images/anime/4/5123.jpg,8.63,"['Action', 'Adventure', 'Award Winning', 'Sci-Fi', 'Mecha']",2007
Haikyuu!! Second Season,https://cdn.myanimelist.net/images/anime/9/76662.jpg,8.62,"['Sports', 'School', 'Team Sports']",2015
Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,https://cdn.myanimelist.net/images/anime/1764/106659.jpg,8.62,"['Comedy', 'Romance', 'School']",2020
Made in Abyss: Retsujitsu no Ougonkyou,https://cdn.myanimelist.net/images/anime/1864/122519.jpg,8.62,"['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi', 'Gore']",2022
Ping Pong the Animation,https://cdn.myanimelist.net/images/anime/1586/146565.jpg,8.62,"['Award Winning', 'Drama', 'Sports']",2014
Death Note,https://cdn.myanimelist.net/images/anime/1079/138100.jpg,8.62,"['Supernatural', 'Suspense', 'Psychological']",2006
"""Oshi no Ko"" 2nd Season",https://cdn.myanimelist.net/images/anime/1006/143302.jpg,8.62,"['Drama', 'Reincarnation', 'Showbiz']",2024
Dungeon Meshi,https://cdn.myanimelist.net/images/anime/1711/142478.jpg,8.61,"['Adventure', 'Comedy', 'Fantasy', 'Gourmet']",2024
Natsume Yuujinchou Roku,https://cdn.myanimelist.net/images/anime/6/84416.jpg,8.61,"['Slice of Life', 'Supernatural', 'Iyashikei', 'Mythology']",2017
Hajime no Ippo: Rising,https://cdn.myanimelist.net/images/anime/6/56147.jpg,8.61,"['Sports', 'Combat Sports']",2013
"""Oshi no Ko""",https://cdn.myanimelist.net/images/anime/1812/134736.jpg,8.6,"['Award Winning', 'Drama', 'Reincarnation', 'Showbiz']",2023
Kenpuu Denki Berserk,https://cdn.myanimelist.net/images/anime/1384/119988.jpg,8.59,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Horror', 'Gore', 'Military']",1997
JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,https://cdn.myanimelist.net/images/anime/1572/95010.jpg,8.58,"['Action', 'Adventure', 'Organized Crime', 'Super Power']",2018
Jujutsu Kaisen,https://cdn.myanimelist.net/images/anime/1171/109222.jpg,8.57,"['Action', 'Award Winning', 'Supernatural', 'School']",2020
Natsume Yuujinchou San,https://cdn.myanimelist.net/images/anime/8/82394.jpg,8.57,"['Slice of Life', 'Supernatural', 'Iyashikei', 'Mythology']",2011
Natsume Yuujinchou Go,https://cdn.myanimelist.net/images/anime/11/81755.jpg,8.56,"['Slice of Life', 'Supernatural', 'Iyashikei', 'Mythology']",2016
Nana,https://cdn.myanimelist.net/images/anime/2/11232.jpg,8.56,"['Drama', 'Romance', 'Adult Cast', 'Love Polygon', 'Music']",2006
Shingeki no Kyojin,https://cdn.myanimelist.net/images/anime/10/47347.jpg,8.55,"['Action', 'Award Winning', 'Drama', 'Suspense', 'Gore', 'Military', 'Survival']",2013
Slam Dunk,https://cdn.myanimelist.net/images/anime/12/86890.jpg,8.55,"['Sports', 'School', 'Team Sports']",1993
Haikyuu!! To the Top Part 2,https://cdn.myanimelist.net/images/anime/1453/106768.jpg,8.55,"['Sports', 'School', 'Team Sports']",2020
Shouwa Genroku Rakugo Shinjuu,https://cdn.myanimelist.net/images/anime/1354/124768.jpg,8.55,"['Drama', 'Historical', 'Love Polygon', 'Performing Arts']",2016
Yojouhan Shinwa Taikei,https://cdn.myanimelist.net/images/anime/1633/123689.jpg,8.55,"['Award Winning', 'Comedy', 'Mystery', 'Romance', 'Suspense', 'Adult Cast', 'Psychological', 'Time Travel']",2010
Fate/Zero 2nd Season,https://cdn.myanimelist.net/images/anime/1522/117645.jpg,8.54,"['Action', 'Fantasy', 'Urban Fantasy']",2012
Steins;Gate 0,https://cdn.myanimelist.net/images/anime/1375/93521.jpg,8.54,"['Drama', 'Sci-Fi', 'Suspense', 'Time Travel']",2018
Fruits Basket 2nd Season,https://cdn.myanimelist.net/images/anime/1972/111635.jpg,8.54,"['Drama', 'Romance', 'Supernatural', 'School']",2020
Zoku Natsume Yuujinchou,https://cdn.myanimelist.net/images/anime/4/79738.jpg,8.53,"['Slice of Life', 'Supernatural', 'Iyashikei', 'Mythology']",2009
Shingeki no Kyojin Season 2,https://cdn.myanimelist.net/images/anime/4/84177.jpg,8.52,"['Action', 'Drama', 'Suspense', 'Gore', 'Military', 'Survival']",2017
Gintama. Porori-hen,https://cdn.myanimelist.net/images/anime/11/88325.jpg,8.52,"['Action', 'Comedy', 'Sci-Fi', 'Gag Humor', 'Historical', 'Parody', 'Samurai']",2017
Bakuman. 3rd Season,https://cdn.myanimelist.net/images/anime/6/41845.jpg,8.52,"['Comedy', 'Drama', 'Romance', 'Otaku Culture']",2012
Samurai Champloo,https://cdn.myanimelist.net/images/anime/1370/135212.jpg,8.51,"['Action', 'Adventure', 'Comedy', 'Historical', 'Samurai']",2004
Koukaku Kidoutai: Stand Alone Complex 2nd GIG,https://cdn.myanimelist.net/images/anime/1646/135390.jpg,8.51,"['Action', 'Mystery', 'Sci-Fi', 'Adult Cast', 'Detective', 'Mecha', 'Military']",2004
Sora yori mo Tooi Basho,https://cdn.myanimelist.net/images/anime/6/89879.jpg,8.51,"['Adventure', 'Comedy', 'Drama', 'CGDCT']",2018
Yuru Camp△ Season 2,https://cdn.myanimelist.net/images/anime/1255/110636.jpg,8.51,"['Slice of Life', 'CGDCT', 'Iyashikei']",2021
Ousama Ranking,https://cdn.myanimelist.net/images/anime/1347/117616.jpg,8.5,"['Adventure', 'Fantasy']",2021
JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,https://cdn.myanimelist.net/images/anime/3/79156.jpg,8.5,"['Action', 'Adventure', 'Super Power']",2016
Spy x Family,https://cdn.myanimelist.net/images/anime/1441/122795.jpg,8.49,"['Action', 'Award Winning', 'Comedy', 'Childcare', 'Super Power']",2022
One Punch Man,https://cdn.myanimelist.net/images/anime/12/76049.jpg,8.49,"['Action', 'Comedy', 'Adult Cast', 'Parody', 'Super Power']",2015
Mob Psycho 100,https://cdn.myanimelist.net/images/anime/8/80356.jpg,8.49,"['Action', 'Comedy', 'Supernatural']",2016
Yakusoku no Neverland,https://cdn.myanimelist.net/images/anime/1830/118780.jpg,8.49,"['Mystery', 'Suspense', 'Psychological', 'Survival']",2019
Aria the Origination,https://cdn.myanimelist.net/images/anime/1431/132867.jpg,8.48,"['Fantasy', 'Sci-Fi', 'Slice of Life', 'Iyashikei']",2008
Ansatsu Kyoushitsu 2nd Season,https://cdn.myanimelist.net/images/anime/8/77966.jpg,8.48,"['Action', 'Comedy', 'School']",2016
Uchuu Kyoudai,https://cdn.myanimelist.net/images/anime/1290/135694.jpg,8.48,"['Comedy', 'Adult Cast', 'Space', 'Workplace']",2012
Chainsaw Man,https://cdn.myanimelist.net/images/anime/1806/126216.jpg,8.47,"['Action', 'Fantasy', 'Gore', 'Urban Fantasy']",2022
Summertime Render,https://cdn.myanimelist.net/images/anime/1120/120796.jpg,8.47,"['Mystery', 'Supernatural', 'Suspense', 'Time Travel']",2022
Nichijou,https://cdn.myanimelist.net/images/anime/3/75617.jpg,8.47,"['Comedy', 'Gag Humor', 'School']",2011
Yuu☆Yuu☆Hakusho,https://cdn.myanimelist.net/images/anime/1228/111372.jpg,8.46,"['Action', 'Supernatural', 'Martial Arts', 'Mythology']",1992
Banana Fish,https://cdn.myanimelist.net/images/anime/1190/93472.jpg,8.46,"['Action', 'Adventure', 'Drama', 'Suspense', 'Delinquents', 'Organized Crime', 'Psychological']",2018
Rainbow: Nisha Rokubou no Shichinin,https://cdn.myanimelist.net/images/anime/9/72697.jpg,8.46,"['Drama', 'Suspense', 'Delinquents', 'Historical']",2010
Chihayafuru 3,https://cdn.myanimelist.net/images/anime/1898/110709.jpg,8.46,"['Drama', 'Sports', 'Love Polygon', 'School', 'Strategy Game']",2019
Kimetsu no Yaiba,https://cdn.myanimelist.net/images/anime/1286/99889.jpg,8.45,"['Action', 'Award Winning', 'Supernatural', 'Historical']",2019
Owarimonogatari,https://cdn.myanimelist.net/images/anime/8/76479.jpg,8.45,"['Comedy', 'Mystery', 'Supernatural', 'Vampire']",2015
Haikyuu!!,https://cdn.myanimelist.net/images/anime/7/76014.jpg,8.44,"['Sports', 'School', 'Team Sports']",2014
Grand Blue,https://cdn.myanimelist.net/images/anime/1302/94882.jpg,8.44,"['Comedy', 'Adult Cast', 'Gag Humor']",2018
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders - Egypt-hen,https://cdn.myanimelist.net/images/anime/11/75045.jpg,8.44,"['Action', 'Adventure', 'Super Power']",2015
Zoku Owarimonogatari,https://cdn.myanimelist.net/images/anime/1022/96168.jpg,8.44,"['Comedy', 'Mystery', 'Supernatural', 'Vampire']",2019
Mushoku Tensei II: Isekai Ittara Honki Dasu Part 2,https://cdn.myanimelist.net/images/anime/1876/141251.jpg,8.44,"['Adventure', 'Drama', 'Fantasy', 'Ecchi', 'Isekai', 'Reincarnation']",2024
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,https://cdn.myanimelist.net/images/anime/1724/117421.jpg,8.43,"['Drama', 'Fantasy', 'Suspense', 'Isekai', 'Psychological', 'Time Travel']",2021
Golden Kamuy 3rd Season,https://cdn.myanimelist.net/images/anime/1763/108108.jpg,8.43,"['Action', 'Adventure', 'Adult Cast', 'Historical', 'Military']",2020
Bungou Stray Dogs 4th Season,https://cdn.myanimelist.net/images/anime/1263/132759.jpg,8.43,"['Action', 'Mystery', 'Adult Cast', 'Detective', 'Organized Crime', 'Super Power']",2023
Kono Oto Tomare! Part 2,https://cdn.myanimelist.net/images/anime/1422/111621.jpg,8.42,"['Drama', 'Music', 'School']",2019
Mononoke,https://cdn.myanimelist.net/images/anime/3/20713.jpg,8.42,"['Horror', 'Mystery', 'Supernatural', 'Suspense', 'Adult Cast', 'Historical', 'Mythology', 'Psychological']",2007
Hunter x Hunter,https://cdn.myanimelist.net/images/anime/1305/132237.jpg,8.42,"['Action', 'Adventure', 'Fantasy']",1999
Koukaku Kidoutai: Stand Alone Complex,https://cdn.myanimelist.net/images/anime/11/50857.jpg,8.42,"['Action', 'Award Winning', 'Mystery', 'Sci-Fi', 'Adult Cast', 'Detective', 'Mecha', 'Military']",2002
Saiki Kusuo no Ψ-nan 2,https://cdn.myanimelist.net/images/anime/1961/91383.jpg,8.41,"['Comedy', 'Gag Humor', 'School', 'Super Power']",2018
Saiki Kusuo no Ψ-nan,https://cdn.myanimelist.net/images/anime/1973/142750.jpg,8.41,"['Comedy', 'Gag Humor', 'School', 'Super Power']",2016
Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,https://cdn.myanimelist.net/images/anime/1295/106551.jpg,8.4,"['Comedy', 'Romance', 'School']",2019
Major S5,https://cdn.myanimelist.net/images/anime/9/75218.jpg,8.39,"['Sports', 'Team Sports']",2009
Vivy: Fluorite Eye's Song,https://cdn.myanimelist.net/images/anime/1551/128960.jpg,8.39,"['Action', 'Sci-Fi', 'Suspense', 'Music', 'Time Travel']",2021
Girls Band Cry,https://cdn.myanimelist.net/images/anime/1711/140515.jpg,8.39,"['Drama', 'Music']",2024
Karakai Jouzu no Takagi-san 3,https://cdn.myanimelist.net/images/anime/1861/120361.jpg,8.39,"['Comedy', 'Love Status Quo', 'School']",2022
Houseki no Kuni,https://cdn.myanimelist.net/images/anime/3/88293.jpg,8.39,"['Action', 'Drama', 'Fantasy', 'Mystery', 'Anthropomorphic']",2017
Kaze ga Tsuyoku Fuiteiru,https://cdn.myanimelist.net/images/anime/1936/129119.jpg,8.38,"['Drama', 'Sports', 'Adult Cast', 'Racing']",2018
Chihayafuru 2,https://cdn.myanimelist.net/images/anime/6/47435.jpg,8.38,"['Drama', 'Sports', 'Love Polygon', 'School', 'Strategy Game']",2013
Mahou Shoujo Madoka★Magica,https://cdn.myanimelist.net/images/anime/11/55225.jpg,8.37,"['Award Winning', 'Drama', 'Suspense', 'Mahou Shoujo', 'Psychological']",2011
3-gatsu no Lion,https://cdn.myanimelist.net/images/anime/3/82899.jpg,8.37,"['Drama', 'Childcare', 'Strategy Game']",2016
Cross Game,https://cdn.myanimelist.net/images/anime/6/22103.jpg,8.37,"['Drama', 'Romance', 'Sports', 'School', 'Team Sports']",2009
Kono Subarashii Sekai ni Shukufuku wo! 3,https://cdn.myanimelist.net/images/anime/1758/141268.jpg,8.37,"['Adventure', 'Comedy', 'Fantasy', 'Isekai', 'Parody']",2024
Haikyuu!! To the Top,https://cdn.myanimelist.net/images/anime/1813/105367.jpg,8.37,"['Sports', 'School', 'Team Sports']",2020
Barakamon,https://cdn.myanimelist.net/images/anime/1426/111248.jpg,8.37,"['Slice of Life', 'Childcare', 'Iyashikei', 'Visual Arts']",2014
Mushoku Tensei: Isekai Ittara Honki Dasu,https://cdn.myanimelist.net/images/anime/1530/117776.jpg,8.36,"['Adventure', 'Drama', 'Fantasy', 'Ecchi', 'Isekai', 'Reincarnation']",2021
Non Non Biyori Nonstop,https://cdn.myanimelist.net/images/anime/1033/111540.jpg,8.36,"['Slice of Life', 'CGDCT', 'Iyashikei']",2021
Tensei shitara Slime Datta Ken 2nd Season,https://cdn.myanimelist.net/images/anime/1271/109841.jpg,8.36,"['Action', 'Comedy', 'Fantasy', 'Isekai', 'Reincarnation']",2021
Initial D First Stage,https://cdn.myanimelist.net/images/anime/1384/127972.jpg,8.35,"['Action', 'Drama', 'Racing']",1998
Kimetsu no Yaiba: Mugen Ressha-hen,https://cdn.myanimelist.net/images/anime/1065/118763.jpg,8.35,"['Action', 'Supernatural', 'Historical']",2021
Shinseiki Evangelion,https://cdn.myanimelist.net/images/anime/1314/108941.jpg,8.35,"['Action', 'Avant Garde', 'Award Winning', 'Drama', 'Sci-Fi', 'Suspense', 'Mecha', 'Psychological']",1995
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,https://cdn.myanimelist.net/images/anime/1958/107912.jpg,8.35,"['Comedy', 'Romance', 'Love Polygon', 'School']",2020
Baccano!,https://cdn.myanimelist.net/images/anime/3/14547.jpg,8.35,"['Action', 'Mystery', 'Supernatural', 'Adult Cast', 'Historical', 'Organized Crime']",2007
IDOLiSH7 Third Beat! Part 2,https://cdn.myanimelist.net/images/anime/1458/125998.jpg,8.34,"['Drama', 'Idols (Male)', 'Music']",2022
Bakuman. 2nd Season,https://cdn.myanimelist.net/images/anime/3/34923.jpg,8.34,"['Comedy', 'Drama', 'Romance', 'Otaku Culture']",2011
One Piece: Gyojin Tou-hen,https://cdn.myanimelist.net/images/anime/1928/146063.jpg,8.34,"['Action', 'Adventure', 'Fantasy']",2024
Versailles no Bara,https://cdn.myanimelist.net/images/anime/9/57043.jpg,8.34,"['Drama', 'Romance', 'Crossdressing', 'Historical', 'Military']",1979
Ao no Hako,https://cdn.myanimelist.net/images/anime/1341/145349.jpg,8.34,"['Romance', 'Sports', 'School', 'Team Sports']",2024
Fumetsu no Anata e,https://cdn.myanimelist.net/images/anime/1880/118484.jpg,8.34,"['Adventure', 'Drama', 'Supernatural']",2021
Usagi Drop,https://cdn.myanimelist.net/images/anime/1460/98853.jpg,8.33,"['Slice of Life', 'Childcare', 'Iyashikei']",2011
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,https://cdn.myanimelist.net/images/anime/1444/108005.jpg,8.33,"['Drama', 'Fantasy', 'Suspense', 'Isekai', 'Psychological', 'Time Travel']",2020
Hibike! Euphonium 2,https://cdn.myanimelist.net/images/anime/10/81155.jpg,8.33,"['Drama', 'Music', 'Performing Arts', 'School']",2016
Psycho-Pass,https://cdn.myanimelist.net/images/anime/1314/142015.jpg,8.33,"['Action', 'Mystery', 'Sci-Fi', 'Suspense', 'Adult Cast', 'Detective', 'Psychological']",2012
Kiseijuu: Sei no Kakuritsu,https://cdn.myanimelist.net/images/anime/3/73178.jpg,8.33,"['Action', 'Horror', 'Sci-Fi', 'Suspense', 'Gore', 'Psychological']",2014
Dr. Stone: New World Part 2,https://cdn.myanimelist.net/images/anime/1236/138696.jpg,8.33,"['Adventure', 'Comedy', 'Sci-Fi']",2023
Fate/stay night: Unlimited Blade Works 2nd Season,https://cdn.myanimelist.net/images/anime/1881/124810.jpg,8.32,"['Action', 'Fantasy', 'Urban Fantasy']",2015
Kage no Jitsuryokusha ni Naritakute! 2nd Season,https://cdn.myanimelist.net/images/anime/1938/138295.jpg,8.32,"['Action', 'Comedy', 'Fantasy', 'Isekai', 'Reincarnation']",2023
Ashita no Joe,https://cdn.myanimelist.net/images/anime/5/64671.jpg,8.32,"['Drama', 'Sports', 'Combat Sports']",1970
Bakemonogatari,https://cdn.myanimelist.net/images/anime/11/75274.jpg,8.32,"['Mystery', 'Romance', 'Supernatural', 'Vampire']",2009
One Outs,https://cdn.myanimelist.net/images/anime/7/21065.jpg,8.32,"['Sports', 'Suspense', 'Adult Cast', 'Psychological', 'Team Sports']",2008
86,https://cdn.myanimelist.net/images/anime/1987/117507.jpg,8.31,"['Action', 'Drama', 'Sci-Fi', 'Mecha', 'Military']",2021
Tensei shitara Slime Datta Ken 2nd Season Part 2,https://cdn.myanimelist.net/images/anime/1033/118296.jpg,8.31,"['Action', 'Comedy', 'Fantasy', 'Isekai', 'Reincarnation']",2021
Romeo no Aoi Sora,https://cdn.myanimelist.net/images/anime/4/17979.jpg,8.31,"['Adventure', 'Drama', 'Historical']",1995
Major S6,https://cdn.myanimelist.net/images/anime/2/75216.jpg,8.31,"['Sports', 'Team Sports']",2010
